id,simTime,predprey,lifespan,RanW,caughtBy,byRanW
16,22.077536821365356,pred,22.260666847229004,True,1,True
17,46.15859079360962,pred,46.32960081100464,True,1,True
19,72.23571491241455,pred,72.38252305984497,True,1,True
14,78.25127983093262,prey,78.45851492881775,True,26,True
5,98.32524585723877,prey,98.64738702774048,True,14,True
20,98.32524585723877,pred,98.46001696586609,True,1,True
4,104.33625984191895,prey,104.67074799537659,True,21,True
22,122.38055896759033,pred,122.4905891418457,True,1,True
24,148.43801093101501,pred,148.52292203903198,True,1,True
12,152.4537799358368,prey,52.12565302848816,True,14,True
20,156.4749879837036,prey,58.13484311103821,False,23,True
25,172.51102089881897,pred,172.58351111412048,True,1,True
28,198.59093379974365,pred,198.62543892860413,True,1,True
15,212.63581490516663,prey,114.31056904792786,True,4,False
18,224.68332290649414,pred,224.8421700000763,True,1,True
22,228.70141696929932,prey,98.29646515846252,False,27,True
3,232.72148394584656,prey,102.31653213500977,True,12,False
29,248.77051877975464,pred,248.79238295555115,True,1,True
9,256.7950658798218,prey,124.38787698745728,True,12,False
5,272.86716294288635,pred,174.53357696533203,True,14,True
21,298.9638888835907,pred,299.086562871933,True,1,True
17,308.9911079406738,prey,106.38322710990906,False,23,True
26,325.05858993530273,pred,325.1183569431305,True,1,True
8,339.090744972229,prey,114.40742206573486,True,12,False
4,351.12850999832153,pred,246.78360414505005,False,21,False
5,369.1864528656006,prey,96.31347489356995,False,23,True
15,377.2177758216858,pred,164.57366299629211,True,4,False
2,401.29987692832947,prey,132.45488905906677,True,14,True
27,403.3006319999695,pred,403.34775018692017,True,1,True
22,431.40907287597656,pred,202.6992130279541,False,27,False
11,435.41149497032166,prey,435.6561641693115,True,14,True
12,459.4911689758301,pred,307.02881598472595,False,14,True
18,461.4970328807831,prey,236.80807089805603,False,9,False
28,483.5772638320923,prey,260.89974999427795,False,20,True
2,485.581218957901,pred,84.27329516410828,False,14,True
25,489.59231185913086,prey,272.94168400764465,True,5,False
26,493.60680079460144,prey,168.54255986213684,False,5,False
17,509.66112780570984,pred,200.66156101226807,False,23,True
10,527.722963809967,prey,303.0396409034729,True,9,False
23,533.7559909820557,pred,533.8533260822296,True,1,True
16,553.8359489440918,prey,138.48872995376587,False,11,False
3,557.8531818389893,pred,325.12350487709045,False,12,True
19,571.8937997817993,prey,345.20191979408264,True,28,False
0,573.9004118442535,prey,325.1298930644989,True,11,False
29,575.9082379341125,prey,327.13229393959045,True,28,False
8,577.9205069541931,pred,238.8217670917511,True,12,True
18,600.0019588470459,pred,138.4961440563202,False,9,False
20,624.0816669464111,pred,467.5982451438904,True,23,False
6,642.1324408054352,prey,393.36192202568054,True,19,False
25,648.1552979946136,pred,158.55418610572815,False,5,False
5,674.2324450016022,pred,305.03657507896423,False,23,False
10,702.3428328037262,pred,174.61139798164368,True,9,False
14,732.4306478500366,pred,654.1711759567261,True,26,False
16,764.5284638404846,pred,210.68388605117798,False,11,False
15,768.5420508384705,prey,391.31883096694946,True,11,False
26,796.6578497886658,pred,303.04282689094543,False,5,False
9,830.7580599784851,pred,573.9545819759369,False,12,True
2,830.7580599784851,prey,0.0,False,14,False
0,864.862135887146,pred,290.95358896255493,False,11,False
1,864.862135887146,prey,487.6443600654602,True,1,True
28,898.9796979427338,pred,415.39368510246277,False,20,False
7,898.9796979427338,prey,421.434072971344,True,1,False
29,933.0726218223572,pred,357.156121969223,True,28,False
23,933.0726218223572,prey,337.0857639312744,False,1,False
5,941.1052658557892,prey,110.34720587730408,False,1,False
13,965.1730189323425,prey,842.7924599647522,True,7,False
19,965.1730189323425,pred,393.27040910720825,False,28,False
17,967.1778409481049,prey,457.5109660625458,False,7,False
6,995.2799508571625,pred,353.1395490169525,True,19,False
11,1027.3752219676971,pred,591.9548881053925,False,14,False
15,1061.5277450084686,pred,292.977352142334,True,11,True
21,1061.5277450084686,prey,0.0,False,1,False
25,1095.6508419513702,prey,256.8789210319519,False,13,False
2,1095.6508419513702,pred,264.88077902793884,True,14,False
28,1123.7556419372559,prey,94.37252306938171,False,5,False
23,1127.7708089351654,pred,194.68586611747742,False,1,False
12,1137.786304950714,prey,102.36126899719238,True,25,False
19,1145.810642004013,prey,144.51827120780945,False,5,False
7,1157.8631269931793,pred,258.8715031147003,False,1,False
1,1189.9894428253174,pred,325.1152458190918,False,1,False
26,1212.0665249824524,prey,84.29571604728699,True,28,False
17,1222.1099269390106,pred,254.924054145813,False,7,True
