id,simTime,predprey,lifespan,RanW,caughtBy,byRanW
16,22.104079961776733,pred,22.29031991958618,True,1,True
17,46.17603898048401,pred,46.34968900680542,True,1,True
18,72.2481300830841,pred,72.40927910804749,True,1,True
19,100.34125590324402,pred,100.48992681503296,True,1,True
20,130.4319670200348,pred,130.56815910339355,True,1,True
21,162.53696393966675,pred,162.66065788269043,True,1,True
22,196.65583610534668,pred,196.76670598983765,True,1,True
14,196.65583610534668,prey,196.8670151233673,True,1,True
9,230.76429295539856,prey,68.22732901573181,True,23,True
24,230.76429295539856,pred,230.85002088546753,True,1,True
25,264.8689241409302,pred,264.9420771598816,True,1,True
0,264.8689241409302,prey,134.43695712089539,True,1,True
20,284.91829895973206,prey,154.48084497451782,False,0,False
3,286.9208381175995,prey,172.52587699890137,True,0,False
17,290.937381029129,prey,154.4848189353943,True,0,False
26,292.9417760372162,pred,293.0023031234741,True,1,True
28,323.0424461364746,pred,323.0775451660156,True,1,True
27,355.1382179260254,pred,355.18609380722046,True,1,True
19,371.19905710220337,prey,154.47402906417847,False,0,False
29,387.27349400520325,pred,387.2958998680115,True,1,True
14,421.3932399749756,pred,224.72485399246216,True,1,True
18,421.3932399749756,prey,100.35315585136414,False,1,True
21,441.47090101242065,prey,278.9281370639801,False,18,True
16,445.4828839302063,prey,58.20938992500305,True,23,True
20,451.49990797042847,pred,166.57195901870728,False,0,False
27,477.57376503944397,prey,122.4293360710144,False,17,False
2,479.5777099132538,prey,359.1720929145813,True,17,False
19,479.5777099132538,pred,108.36780881881714,False,0,False
3,509.6755940914154,pred,222.74566411972046,True,0,False
13,511.6758830547333,prey,188.63343691825867,True,16,False
6,515.6890020370483,prey,192.64655590057373,True,23,True
5,531.7262890338898,prey,86.24340510368347,True,16,False
0,535.7378160953522,pred,270.8563690185547,False,1,True
25,539.7525079250336,prey,246.81073188781738,False,9,False
18,561.8217530250549,pred,140.41674399375916,True,1,True
8,567.8445990085602,prey,417.34328508377075,True,16,False
10,577.857127904892,prey,254.81468176841736,True,6,False
27,585.8894710540771,pred,108.30380606651306,False,17,False
28,603.943666934967,prey,280.8952708244324,True,10,False
6,609.958172082901,pred,94.2599790096283,False,23,True
5,636.0336480140686,pred,104.29609799385071,False,16,False
23,664.1428170204163,pred,664.2410581111908,True,1,True
7,668.1555030345917,prey,417.3140139579773,True,25,False
2,692.2355380058289,pred,212.64845204353333,True,17,False
10,722.3621411323547,pred,144.4963891506195,False,6,False
9,754.4660470485687,pred,523.6926391124725,False,23,True
16,788.5927050113678,pred,343.1016790866852,False,23,True
26,788.5927050113678,prey,467.55262088775635,False,1,True
14,796.6188750267029,prey,375.2200400829315,False,8,False
13,820.6864459514618,pred,309.00159096717834,False,16,True
